City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,10-07-2016,71.3,364.8,14.6,36.8,43.1,4.2,9.67,19.9,5.9,14.34,5.79,6.64,388.5,Severe
Bangalore,10-07-2016,269.6,28.2,165.7,131,172,16.7,1.98,59.8,108.9,19.51,22.42,8.44,364.7,Severe
Delhi,11-07-2016,261.3,584.7,24,67.4,121.5,15.2,2.91,8.7,33.9,13.25,28.93,3.07,141.1,Good
Mumbai,11-07-2016,214.8,484.7,117,68.2,69.2,12.9,3.24,61.5,166.7,15.38,6.97,0.74,208,Satisfactory
Chennai,11-07-2016,117,532,111,70.2,18.1,23.8,5.3,52.9,128.9,18.59,3.84,8.86,491.9,Good
Kolkata,11-07-2016,187.4,410.2,186.3,70.9,172.2,47.5,9.82,80.7,100.1,15.56,2.38,7.41,50.4,Good
Bangalore,11-07-2016,269.2,484.6,124.4,100.2,211,25.8,3.56,60,13.2,6.51,24.12,5.73,297.4,Satisfactory
Delhi,12-07-2016,236,378.2,43,16.9,86.3,48.2,4.15,58.9,159.4,13.37,24.37,8.82,161.1,Satisfactory
Mumbai,12-07-2016,40.6,162.9,45.7,42.8,177.3,32.8,9.47,9.7,127.5,1.51,13.66,3.3,78.3,Satisfactory
Chennai,12-07-2016,333.5,332.9,11.9,58.4,47.9,39.9,5.91,32.3,58.4,16.66,22.77,4.03,133.8,Very Poor
Kolkata,12-07-2016,256,116.5,7.2,44.2,4,34.1,4.05,20.5,108.3,6.48,4.6,9.82,263.7,Moderate
Bangalore,12-07-2016,82.5,99.2,54.2,56.6,241.8,8.5,8.05,61.2,3.3,4.88,28.59,1.46,66.2,Good
Delhi,13-07-2016,259.3,568.9,133.7,145.6,149.9,1.9,2.54,17.2,193,2.86,1.83,3.66,43.3,Satisfactory
Mumbai,13-07-2016,11.3,162.3,76.2,24.2,197.1,13.3,5.09,65.5,127.1,9.72,19.6,2.44,100.8,Satisfactory
Chennai,13-07-2016,196,460.5,87.5,102.4,182.6,15.1,3.73,42.9,40.7,9.73,14.58,2.5,383.5,Good
Kolkata,13-07-2016,364.3,579.9,148.2,73.2,229,19.1,1.13,48.4,137.4,5.41,3.32,9.71,146.9,Good
Bangalore,13-07-2016,233.5,259,161.6,50.5,34.6,36.3,5.37,33,58.4,4.36,11.73,9.21,456.4,Moderate
Delhi,14-07-2016,129.8,484.9,157.4,136.2,123.3,41.1,6.02,49.5,94.5,6.06,26.11,3.94,278.9,Poor
Mumbai,14-07-2016,435.7,581.4,167.4,3.2,85.3,33.8,6.52,77.8,94.2,3.15,12.16,9.09,111,Moderate
Chennai,14-07-2016,179.3,28.5,86.5,9.4,89.6,15.4,0.03,86.8,130.3,10.37,20.19,2.17,461.8,Poor
Kolkata,14-07-2016,296.2,115,112.5,40.3,198.6,31.1,7.1,26.8,88.1,0.37,6.51,8.27,115,Severe
Bangalore,14-07-2016,196.8,1.5,117,109.8,182.8,13.1,8.73,92.1,117.1,14.18,9.8,2.55,376.3,Satisfactory
Delhi,15-07-2016,107.3,185.9,47.9,131.2,178.3,20.4,9.15,45,80,10.28,14.16,0.46,387.8,Moderate
Mumbai,15-07-2016,381.2,561,198.5,21.2,183.1,23.9,5.21,38.4,54.3,5.17,4.6,3.89,401.4,Good
Chennai,15-07-2016,460.7,361.7,70.1,20.3,21.4,47.7,0.67,45.8,192,14.78,29.32,9.5,35.2,Very Poor
Kolkata,15-07-2016,408.2,293.1,7.5,61.4,137,29.6,5.65,25.5,160.2,19.88,6.96,0.56,359.3,Poor
Bangalore,15-07-2016,233.6,408.6,95.3,112.7,232.4,11.4,4.85,22.3,165.9,17.69,7.75,3.27,458.8,Satisfactory
Delhi,16-07-2016,336.7,564.4,190.4,96.8,209.1,38.7,6.53,51.8,102.9,19.51,15.24,5.89,421,Very Poor
Mumbai,16-07-2016,353.6,436,36.3,71,237.7,32.7,0.32,21.5,29.9,17.07,10.37,5.36,187.1,Severe
Chennai,16-07-2016,198.5,66,65.4,88.9,198.7,27,2.78,77.8,28.6,8.16,24.46,4.44,322.4,Moderate
Kolkata,16-07-2016,347.6,317.3,177.7,26.4,142.8,40.7,1.22,49.1,157.9,7.65,19.61,1.04,254.7,Moderate
Bangalore,16-07-2016,16.7,244.1,127,19.8,7.7,36.2,2.15,5.6,18.8,11.4,4.6,5.98,327.4,Very Poor
Delhi,17-07-2016,58,522.7,73.7,85.1,83.8,9.1,3.32,18.5,125.7,18.79,12.98,9.63,29.2,Severe
Mumbai,17-07-2016,404.5,444.7,0.6,38.3,213.2,21.5,4.81,98.3,186,13.75,16.31,2.42,5.5,Moderate
Chennai,17-07-2016,174.1,176.5,64.1,33.3,20.5,9.6,2.32,88.4,19.1,12.21,3.89,5.31,260.9,Poor
Kolkata,17-07-2016,306.5,514.8,157,138,88,32.9,0.67,13,36.3,12.87,8.16,0.39,294,Satisfactory
Bangalore,17-07-2016,295.5,296.1,116.6,98.4,40,14.8,9.24,95.1,67.2,11.71,18.5,4.92,395.8,Moderate
Delhi,18-07-2016,97.5,433.3,80.6,92.1,80.4,10.8,6.42,23.8,109.9,12.71,5.45,0.95,481.9,Satisfactory
Mumbai,18-07-2016,348.6,243,13.8,69.7,205.3,46.9,1.72,8.5,21.5,18.53,29.54,4.96,271.1,Severe
Chennai,18-07-2016,20.8,385,7.5,13,5.3,6.5,5.09,27.4,158.8,10.55,27.77,5.52,453.4,Good
Kolkata,18-07-2016,237.4,212,79.2,103.4,190.8,11.2,9.77,50,106.2,11.37,24.69,3.68,363.6,Poor
Bangalore,18-07-2016,334,153.1,99.8,126.2,187.4,9.8,1.41,37.2,29.9,14.5,24.89,0.45,35.3,Severe
Delhi,19-07-2016,383.8,372.8,170.4,5.9,83.8,12.1,0.77,58.9,131.6,15.18,3.13,8.37,46.2,Good
Mumbai,19-07-2016,236.1,306.9,74.4,107.7,214.7,7.6,6.59,0.4,11.6,8.19,11.01,8.31,499.7,Severe
Chennai,19-07-2016,232.7,355.1,180.9,92,137.9,46.5,2.74,76.7,69.3,11.66,16.25,2.96,228.1,Good
Kolkata,19-07-2016,42.3,577.5,144.3,132.2,12.1,8.3,2.4,25.3,49.2,9.16,17.29,3.01,113,Good
Bangalore,19-07-2016,187.4,579.3,195.5,29.6,146.4,17.2,8,84,54.1,12.78,9.97,5.1,480.8,Moderate
Delhi,20-07-2016,447.1,18.8,179.6,31.5,45.7,31.3,6.45,52.8,3.7,15.07,8.2,1.15,169.2,Severe
Mumbai,20-07-2016,255.4,66.2,88.3,0.4,234.2,49.9,3.09,53,103.7,12.29,0.94,0.11,92,Satisfactory
Chennai,20-07-2016,12.5,316.8,12.3,86,76.6,1.9,2.44,5.1,50.2,13.85,16.45,5.85,30.7,Poor
Kolkata,20-07-2016,285.5,124.5,62.3,115,99.2,25.8,3.77,94.3,17.2,13.36,29.92,1.22,195,Good
Bangalore,20-07-2016,328.4,234.1,30.8,55.5,201.7,25,9.06,23,172.7,8.59,15.03,5.6,414.7,Satisfactory
Delhi,21-07-2016,487.3,18.4,25.7,96.3,176,4.9,2.05,50.4,176.5,11.17,25.59,1.12,322.3,Satisfactory
Mumbai,21-07-2016,126.8,317.2,163.9,92.7,3.8,44.1,1.61,2.1,68.7,14.84,18.72,0.16,118.1,Poor
Chennai,21-07-2016,119.8,73.8,81.1,136.6,118.2,38.3,7.03,93.8,11.2,12.55,24.68,7.96,367.8,Satisfactory
Kolkata,21-07-2016,254.1,392.8,139.5,76.3,114.8,39.1,5.56,80.2,184.5,12.25,15.94,2.49,191.4,Satisfactory
Bangalore,21-07-2016,184.6,47,90.8,119.1,179.2,33.9,0.63,13.4,177.1,3.07,4.54,9.71,276.4,Satisfactory
Delhi,22-07-2016,62.1,15.3,30.7,73.6,57,33.5,7.75,54.4,70.7,7.93,9.16,7.29,83,Moderate
Mumbai,22-07-2016,311.4,300,34.9,40.7,97,1.8,7.42,62.9,185.7,3.91,11.92,0.56,489.6,Poor
Chennai,22-07-2016,475,3.8,178.1,35.4,86.5,46,3.62,7.3,119.2,15.5,27.48,1.35,318.5,Poor
Kolkata,22-07-2016,391.5,314.3,137.3,87.4,153.6,31.9,1.77,81.3,12.1,5.77,17.04,3.4,216.4,Satisfactory
Bangalore,22-07-2016,140.8,118.6,68.9,1.7,214.9,44.8,2.44,89.4,82.2,12.66,7.9,6.24,497.5,Moderate
Delhi,23-07-2016,31.2,204.9,113.5,60.8,80.6,29.2,8.55,1,0.2,8.6,27.06,6.64,218.8,Severe
Mumbai,23-07-2016,307.3,507.1,138.1,50.3,197.5,43,3.32,96,100.7,5.4,22.57,6.42,80.2,Poor
Chennai,23-07-2016,94.4,93.5,82.8,147.4,34.3,21.6,3.33,87.9,124.2,0,17.96,1.55,478.8,Moderate
Kolkata,23-07-2016,87.2,311.9,130.3,131.4,174.9,35.9,8.14,47.7,21.3,11.19,13.18,4.83,42.3,Severe
Bangalore,23-07-2016,27.5,264.4,74.6,72.8,248.2,49.9,3.83,39.3,149,19.77,20.38,8.53,399.6,Moderate
Delhi,24-07-2016,457.7,36.5,119.7,109.1,219,8.9,7.4,64.4,127.6,14.77,10.38,9.61,140.1,Severe
Mumbai,24-07-2016,152.3,501.3,26.4,130.9,109.8,2.8,3.6,68.8,113.7,17.96,8.19,7.41,107.3,Moderate
Chennai,24-07-2016,444.7,455.4,149.2,124.6,35.6,45.9,4.65,43.5,143.1,3.34,29.61,4.9,39.4,Good
Kolkata,24-07-2016,156.2,538,77.3,73,137.3,7.3,5.38,61.8,164.8,5.5,14.75,8.4,190.3,Moderate
Bangalore,24-07-2016,342.6,524.3,11.6,143.6,120.1,45.7,1.37,58,74,7.16,12.77,7.79,167.3,Poor
Delhi,25-07-2016,93.4,19.3,117.5,108.5,11.7,25.6,9.77,80.3,14.9,8.21,10.97,4.78,326.8,Severe
Mumbai,25-07-2016,89.8,124.2,120.1,130.7,222.8,49,5.97,57.4,58.9,4.25,1.39,3.58,419.9,Satisfactory
Chennai,25-07-2016,300.6,357.1,166.1,19.9,25.5,34.8,0.02,44.2,147.4,7.07,16.63,0.83,71,Moderate
Kolkata,25-07-2016,62.5,24.7,54.9,55.8,232.5,48.6,9.96,12,67.9,19.22,23.15,4.42,441.9,Poor
Bangalore,25-07-2016,276.4,263.7,140.2,54,157.1,15.1,6.45,7.3,71.9,4.61,26.85,6.64,389.8,Satisfactory
Delhi,26-07-2016,28.7,3.4,27.5,148,32.7,16.6,1.2,16.1,117,17.29,20.66,8.19,401.6,Good
Mumbai,26-07-2016,122.1,70.3,77.6,77.9,17.5,38.5,2.96,9.3,9,1.22,3.13,2.89,69.6,Poor
Chennai,26-07-2016,173.7,434.6,51.6,67.4,13.7,24.7,9.88,63.3,16,4.79,20.39,8.15,140.3,Poor
Kolkata,26-07-2016,381.4,7.9,189.9,41.2,192,37.7,7.59,79.3,40,14.92,20.59,3.79,468.2,Satisfactory
Bangalore,26-07-2016,301.6,272.1,192,41.3,151.3,25.1,9.03,93.4,199.2,11.81,26.05,8.75,493.2,Good
Delhi,27-07-2016,226,19.2,57.1,42.9,156.2,3.6,0.4,61,101,9.16,12.61,0.82,375.1,Good
Mumbai,27-07-2016,377.3,292.1,149,4.1,36.9,0.3,4.92,40,198.6,3.19,22.6,7.05,89.9,Severe
Chennai,27-07-2016,188,432.4,181.1,48.8,83.1,6.4,3.39,8.2,181.7,13.66,29.7,8.65,289.8,Severe
Kolkata,27-07-2016,4.5,317,39.9,26.8,212.8,36.8,7.67,79.5,128.5,12.58,25.82,1.13,223.6,Moderate
Bangalore,27-07-2016,109.5,574,84.9,141.9,4.2,39.4,1.95,96.6,45.5,13.32,18.72,5.67,312.2,Moderate
Delhi,28-07-2016,364.1,401.5,121.1,11.9,102,28.5,5.72,20.5,131.2,17.12,17.98,9.86,160.6,Moderate
Mumbai,28-07-2016,224.8,217,66.1,68.6,176.7,29.3,9.96,30.4,77.1,17.56,5.99,8.95,34.6,Severe
Chennai,28-07-2016,136.6,538.5,15.5,3.8,25.6,32.6,4.42,5.8,195.1,8.41,20.4,2.48,322.7,Severe
Kolkata,28-07-2016,79.4,5.5,120.9,8.9,123.4,33.6,6.19,9.5,115.7,5.89,17.43,4.76,310.1,Satisfactory
Bangalore,28-07-2016,180.8,78,162.2,35.3,71.3,11.6,0.16,29.6,27.4,11.61,17.93,1.44,314.9,Poor
Delhi,29-07-2016,2.7,188.4,80.6,63.2,7,0.1,7.99,19.8,126.1,16.65,6.21,5.08,10.5,Poor
Mumbai,29-07-2016,55.7,413.5,108,55,161.9,32.3,3.95,51.9,33.7,18.91,18,2.02,328.4,Severe
Chennai,29-07-2016,59.4,527.2,115.5,40.7,166.8,37.6,8.24,38.8,194.4,17.71,2.11,0.4,480.1,Severe
Kolkata,29-07-2016,473.4,13.8,97.8,63.5,173.9,35.2,6.85,59.7,196.2,14.22,6.09,0.88,84.9,Satisfactory
Bangalore,29-07-2016,414.2,243.2,21.9,45.6,235.4,15.4,6.4,97.1,159.4,10.94,20.24,5.96,470.5,Severe
Delhi,30-07-2016,22.8,347.2,91,9.7,212.8,36.1,0.97,44.8,60.2,16.63,2.75,7.95,107.3,Very Poor
Mumbai,30-07-2016,363.8,139.9,88.8,132.2,186,5.1,6.03,77.4,12.4,16.86,14.22,3.17,234.8,Very Poor
Chennai,30-07-2016,406.4,179,83.4,52.4,248.6,44,0.41,8.6,45.9,18.34,27.26,9.99,174.5,Moderate
Kolkata,30-07-2016,280.8,542.8,174,87.6,235.9,41.6,5.49,60.3,82.3,0.42,18.96,6.62,376.1,Very Poor
Bangalore,30-07-2016,377.4,414.2,64.7,139.9,114.5,45.6,4.02,58.1,93.8,16.71,3.84,9.17,189.4,Severe
Delhi,31-07-2016,11.8,304.8,156.9,110.9,23,12.8,8.51,8.5,17,8.62,9.76,3,20,Poor
Mumbai,31-07-2016,157.1,301.4,76.6,22.7,122,45.9,3.43,1.9,90.9,5.89,16.21,0.47,350.1,Poor
Chennai,31-07-2016,329.8,452.1,123.4,125.1,138,19.4,8.89,89.7,165,1.29,23.38,1.35,173.5,Severe
Kolkata,31-07-2016,132.5,28.8,29.4,99.6,13.4,34.1,6.74,72.2,89.4,12.24,12.19,0.99,98.2,Very Poor
Bangalore,31-07-2016,141.4,538.8,30.3,144.5,191.6,26.3,3.76,8.2,178.6,10.27,2.52,9.19,69.6,Very Poor
Delhi,01-08-2016,76.5,63.5,78,45.7,136.3,45.2,0.12,17.6,113.5,5.33,7.11,6.31,436.6,Very Poor
Mumbai,01-08-2016,149.5,258.3,155,8.8,70.3,29.9,6.15,83.2,37.9,19.48,24.58,6.96,380.5,Good
Chennai,01-08-2016,427.4,570.6,127,72.2,26.7,44.7,1.42,99.6,114.2,1.74,24.18,6.51,133.5,Good
Kolkata,01-08-2016,387.5,573.8,185.9,91.3,194.3,7.9,9.7,78.1,162.7,13.27,1.23,7.63,364.4,Severe
Bangalore,01-08-2016,366.1,456.9,31.3,22,187,18.1,4.14,1.5,25.9,9.96,21.55,2.25,61.2,Moderate
Delhi,02-08-2016,191.1,218.7,29.8,141.8,232.4,13.8,1.03,59.8,123.8,5.07,23.79,3.64,203.8,Severe
Mumbai,02-08-2016,413.3,20.8,43,37.6,172,28.1,4.97,57.7,176.6,2.07,26.06,3.91,227.4,Poor
Chennai,02-08-2016,119.7,35.3,164.4,79.1,110.7,21.6,7.9,70.1,171.5,10.3,26.73,7.1,123.9,Good
Kolkata,02-08-2016,148.3,127,153,77,62.6,44.3,0.77,43.3,187.3,6.89,13.79,4.39,86.8,Poor
Bangalore,02-08-2016,50.6,162.4,149.8,93.9,40,27.5,6.51,2.5,35.9,0.31,1.88,4.71,171.5,Good
Delhi,03-08-2016,28.2,579.6,140.9,23.4,219.4,4.9,8.87,28.5,194.4,16.08,23.73,6.51,265.9,Satisfactory
Mumbai,03-08-2016,241.1,300.8,116.1,92.2,202.4,6.2,4.91,56.3,98.5,15.36,3.16,7.14,404.9,Poor
Chennai,03-08-2016,413.6,351.8,13.8,16.6,111.5,33.4,5.71,46,168.2,2.97,5.76,5.98,134.1,Severe
Kolkata,03-08-2016,236.2,529.9,158,110.6,129,8.2,3.39,82.6,168.7,7.39,22.42,7.64,301,Good
Bangalore,03-08-2016,392.7,47.2,120.5,64.9,87.4,41,1.63,96.8,77.3,2.92,21.63,7.7,1.5,Poor
Delhi,04-08-2016,62.6,41.3,38.4,78.2,226.1,25.1,3.3,67,12.4,11.25,7.94,4.25,433.2,Moderate
Mumbai,04-08-2016,467.6,331.2,16.3,6,226,33.8,3.75,6.2,26.7,15.55,19.06,6.77,31.4,Severe
Chennai,04-08-2016,134.1,592.5,98.9,20.3,21.7,31.6,5.37,85.8,155.1,5.24,18.13,1,52.5,Very Poor
Kolkata,04-08-2016,98.7,553,57.5,63,172.1,21.8,6.11,35.7,57,12.67,25.65,8.75,13.5,Moderate
Bangalore,04-08-2016,395.1,528.8,61.1,142.2,207.2,47.3,2.68,48.5,194.4,9.19,24.92,1.98,46.1,Severe
Delhi,05-08-2016,195.3,558.2,139.8,112.1,3.7,39.7,0.67,77.8,123.3,4.24,18.84,1.97,446.7,Severe
Mumbai,05-08-2016,372.5,178.6,192.5,32.3,32.8,16.7,5.25,76.9,19.7,19.5,14.36,3.8,35.8,Good
Chennai,05-08-2016,23.6,195.8,32.1,15.9,98.1,44.9,9.4,32.3,53.7,1.97,13.94,9.12,311.1,Moderate
Kolkata,05-08-2016,329.8,578.9,170.3,138.4,69.9,0.4,4.69,4.2,79,12.1,4.24,4.71,384,Satisfactory
Bangalore,05-08-2016,111.5,149.4,58.2,9.8,203.8,39.8,4.21,22.4,4.1,7.51,15.23,3.82,430.5,Moderate
Delhi,06-08-2016,392.6,323.6,93.2,84.8,62.6,25.9,9.32,13.9,117.3,3.4,22.51,4.2,437.2,Moderate
Mumbai,06-08-2016,496.2,13.6,193.3,101.6,11.5,15.9,3.26,4.2,7.5,11.83,10.09,1.88,217.2,Very Poor
Chennai,06-08-2016,371.5,292.5,77.2,105.8,54.2,37.9,3.46,19.1,185.9,0.31,23.27,9.21,149.1,Moderate
Kolkata,06-08-2016,278.9,452.6,79.1,123.5,99.6,2.1,3.88,84.9,121.3,3.79,6.4,1.25,144.4,Severe
Bangalore,06-08-2016,394.3,137.8,183.2,0.7,135,17.1,5.6,8.8,81,12.18,9.91,9.35,480.7,Good
Delhi,07-08-2016,101.3,587.9,192.2,104.5,82,6.9,8.5,9,78.5,12.45,24.25,6.43,342.2,Good
Mumbai,07-08-2016,435.3,310.8,75.1,126.7,127.1,16.5,6.36,22.5,180.8,5.27,7.84,1.53,213.9,Good
Chennai,07-08-2016,317.7,170.4,12.8,104,217.1,21.1,2.18,64.3,160.6,18.92,14.2,5.41,78,Very Poor
Kolkata,07-08-2016,288.6,42.9,103.4,10.6,136.1,26.7,7.91,94.6,24.3,8.93,1.31,6.68,152.2,Very Poor
Bangalore,07-08-2016,183.4,136.6,143.1,42.9,189.5,37.1,9.6,68.2,3.9,2.69,2.14,3.5,282.8,Very Poor
Delhi,08-08-2016,215.4,66.5,117.8,8.3,60.3,5.8,6.73,51.2,24.9,0.49,5.79,9.18,476.6,Severe
Mumbai,08-08-2016,285.3,172.7,33.2,79.7,222.3,4.8,7.41,46.1,113.8,12.98,0.2,9.25,83,Severe
Chennai,08-08-2016,339.3,466.7,49.8,52.8,160.3,43.6,3.49,84.6,14.4,12.58,14.04,2,190.9,Satisfactory
Kolkata,08-08-2016,302.1,130.2,149.2,86.6,226,12.3,7.13,38.6,49.2,3.25,26.58,1.65,408,Good
Bangalore,08-08-2016,54.9,542,166.9,0.7,242.6,5.8,4.62,89.6,147.3,3.27,23.24,6.22,337.7,Poor
Delhi,09-08-2016,357.6,189.5,11.1,7.8,217.2,10.4,3.23,25.2,39.9,15.3,25.65,5.51,278.5,Poor
Mumbai,09-08-2016,121.6,69.5,100.9,79.2,183.9,31.1,6.31,60.2,34.4,12.77,14.41,8.61,351.2,Good
Chennai,09-08-2016,440.3,325.9,45.8,106.5,131,34.3,5.01,31.5,193.1,9.87,6.36,2.31,422.9,Severe
Kolkata,09-08-2016,76,583.2,149.9,148.1,248.3,7.2,2.6,35.5,69.5,13.27,29.8,5.9,1.7,Moderate
Bangalore,09-08-2016,456.7,514,198.6,15.3,187.3,21.9,4.27,5.1,81.7,14.74,2.81,8.8,153.5,Severe
Delhi,10-08-2016,264.1,168.4,49.6,3.7,31.6,23,2.88,77,0,8.21,26.68,7.38,188.8,Very Poor
Mumbai,10-08-2016,177.1,504,48.3,75.1,233.7,18.8,5.79,14.4,83.1,5.11,15.47,7.38,392.3,Satisfactory
Chennai,10-08-2016,64.1,8.1,164.8,115.5,174.1,7.8,8.1,43.8,52,7.86,24.95,6.63,491,Very Poor
Kolkata,10-08-2016,32.1,334.3,130.8,126.1,135.6,33.3,5.28,2.4,151.8,17.14,4.36,3.91,357.2,Severe
Bangalore,10-08-2016,397.5,539.9,187.8,119.7,173.4,13.5,7.51,39.2,64,14.56,13.14,5.73,220.6,Satisfactory
Delhi,11-08-2016,287.8,277.9,126.9,79.4,34.7,25.3,3.82,17.9,81.6,12.22,4.69,3.33,20,Poor
Mumbai,11-08-2016,280.2,276,9.2,36.8,133.9,19.7,6.85,40.6,116.7,16.86,17.45,8.48,263.3,Severe
Chennai,11-08-2016,410.1,398,24.7,6.9,190.4,34.7,1.49,78.4,189.5,7.24,29.04,3.27,398.5,Very Poor
Kolkata,11-08-2016,332.9,180.1,102.3,96.1,81.2,23.8,0.97,23.1,9.4,8.07,11.91,0.91,317.4,Good
Bangalore,11-08-2016,481.5,44.2,35.1,140.2,122.3,28.4,4.01,48.1,167.9,18.74,19.14,5.91,304.1,Severe
Delhi,12-08-2016,290.1,300.9,127,18,23.6,36.9,9.76,21.8,22.6,15,29.77,3.36,471.5,Severe
Mumbai,12-08-2016,480,455.5,194.3,80.6,218.6,17.3,5.29,44.8,135.8,16.71,17.01,6.86,450.8,Very Poor
Chennai,12-08-2016,26.8,320.2,180.9,13.4,20.5,32.5,5.56,26.3,161.9,0.87,21.69,5.17,494.5,Moderate
Kolkata,12-08-2016,312.5,115.5,189.7,19.6,90.3,20.4,4.83,71.4,145.4,9.06,8.09,8.6,422.5,Severe
Bangalore,12-08-2016,222.6,53.3,34.4,92.4,211.1,37.1,7.52,57.4,188.7,3.48,8.94,2.27,313.8,Good
Delhi,13-08-2016,110.1,514.6,60.5,17.5,60.9,30.4,3.59,38.4,135.7,10.14,21.64,5.6,95.7,Good
Mumbai,13-08-2016,336.8,166.1,7.3,116.3,56.8,30.6,7.04,73.2,100.7,12.58,12.54,1.73,163.3,Severe
Chennai,13-08-2016,159.2,73.9,179.7,27.2,123.9,12.6,6.81,38.5,112.7,8.09,6.03,7.31,328.2,Moderate
Kolkata,13-08-2016,157,200.6,46.9,20.1,198.3,31.3,7.19,58,132.5,4.04,8.88,9.24,344.7,Poor
Bangalore,13-08-2016,111.5,556.3,10.4,75,80.2,7.7,8.44,11.5,95.3,15.31,27.89,0.23,239.6,Severe
Delhi,14-08-2016,209.9,212.3,44.2,0.4,234.1,38.9,5.05,1.1,108.7,10.57,25.95,3.22,52.4,Good
Mumbai,14-08-2016,53.7,184,142,4.9,240.5,17.4,2.64,11,195.1,4.69,23.27,0.17,1.3,Satisfactory
Chennai,14-08-2016,175.1,566,6.5,102.1,51.3,12.1,6.52,64.4,44.6,18.85,17.9,3.75,471,Good
Kolkata,14-08-2016,70.6,433.1,131.1,130.9,136.2,48.5,4.42,67.3,138.3,2.79,5.12,3.73,338.8,Moderate
Bangalore,14-08-2016,475.5,147.5,126.7,137.9,241.1,25.1,0.66,36,26,18.67,23.33,0.94,4.5,Good
Delhi,15-08-2016,87.8,563,86.7,122.9,89.4,24.4,9.93,97.5,125.1,17.16,23.67,0.98,429.3,Good
Mumbai,15-08-2016,6.1,151.4,62.3,57.2,105.4,11.8,3.64,20.6,173.2,14.92,29.1,4.83,313.2,Severe
Chennai,15-08-2016,248.3,518.5,103,7.4,12.1,17.2,7.3,71.2,42.1,6.16,10.94,3.96,106.4,Good
Kolkata,15-08-2016,227.4,470.6,105.2,17.3,118.5,2.5,0.93,98.8,165,18.3,15.72,5.8,56.7,Moderate
Bangalore,15-08-2016,374.2,39.2,169,42.7,152.2,8.4,2.06,20.4,5.2,12,18.39,8.03,337.3,Poor
Delhi,16-08-2016,184.2,0.8,147.6,87.9,32.9,42.8,1.95,71.2,4.7,3.06,17.43,0.97,105.6,Satisfactory
Mumbai,16-08-2016,189.9,214.9,45.9,103.1,118.4,3.5,4.68,38.3,167.3,16.29,0.29,5.08,84.7,Good
Chennai,16-08-2016,198.4,383.5,154.9,48.4,7.6,16.2,9.64,74,12.9,12.87,4.94,2.95,121.3,Moderate
Kolkata,16-08-2016,258.5,449.3,20.5,115.4,97.9,21.5,2.11,57.1,113.6,15.9,9.34,1.5,421,Severe
Bangalore,16-08-2016,227.4,110.2,188.5,38.6,190.6,28,9.34,81.5,104,17.66,29.13,6.41,347.4,Moderate
Delhi,17-08-2016,203.8,512.4,67.7,38.6,183.9,1.7,4.08,14.1,178.1,16.99,14.15,5.04,473.3,Good
Mumbai,17-08-2016,41.2,58.5,61.3,133.3,200.7,21.9,3.36,42.8,65.5,13.85,22.16,3.6,297.5,Good
Chennai,17-08-2016,246.9,161.8,45.2,48.5,226.3,29.8,2.96,15.5,11.3,4.37,29.88,4.92,384.6,Very Poor
Kolkata,17-08-2016,87,187.7,126.2,111.4,216.8,11.8,7.6,77.3,105.5,14.68,10.34,6.45,105.2,Severe
Bangalore,17-08-2016,7.8,485.8,196.4,101.7,68.5,40.1,9.45,87,108.7,17.44,29.04,1.15,489.4,Poor
Delhi,18-08-2016,14.3,585.8,199.2,74.5,107.5,34.9,2.92,95.6,126.3,5.83,24.52,1.93,327.8,Severe
Mumbai,18-08-2016,479.7,357.9,48.2,121.3,75.6,9.4,3.7,48.6,121.3,8.08,21.32,3.75,356.4,Satisfactory
Chennai,18-08-2016,375.7,252,63.4,121.7,182.8,33.5,1.2,47.9,137.4,19.23,17.34,1.62,270.2,Satisfactory
Kolkata,18-08-2016,284.8,117.4,196.4,94.7,237.3,29.3,8.69,31.3,184.4,10.17,23.81,8.94,293.9,Satisfactory
Bangalore,18-08-2016,266.9,228.6,9.9,127.1,219.5,9.2,9.76,28.4,191.7,17.84,2.61,2.18,474.9,Satisfactory
Delhi,19-08-2016,15.1,311.2,155.8,14.6,124.5,18.2,9.91,69.5,155.4,19.56,23.1,5.82,136.4,Good
Mumbai,19-08-2016,408,188.6,117,63.4,66.9,42.7,5.14,86.7,132.8,11.43,15.96,3.72,313.6,Satisfactory
Chennai,19-08-2016,164,368.5,186.5,56.1,3.1,3.8,5.31,18.6,195.8,10.27,22.9,8.19,28.1,Good
Kolkata,19-08-2016,229.3,436.4,137,64.3,24.8,30,4.42,81.6,69.2,2.74,22.31,9.86,410.9,Satisfactory
Bangalore,19-08-2016,275.1,537.1,63.9,21.6,127,48.7,8.77,61.6,55.1,2.71,18.35,1.15,204,Poor
Delhi,20-08-2016,112.9,295.1,5.3,76.2,161.9,36.8,2.45,72.9,85.9,10.36,3.58,1.99,477.1,Moderate
Mumbai,20-08-2016,6.2,174.7,175.9,12.9,111.5,44.7,3.3,43.6,66.5,7.1,26.29,0.52,59.2,Satisfactory
Chennai,20-08-2016,348.9,522.2,64.4,3.8,153.4,25.8,7.37,51.4,183.6,13.64,27.75,5.84,317.1,Satisfactory
Kolkata,20-08-2016,351.2,478.1,76.8,19.4,120,28.7,8.65,82,190.1,16.5,0.72,3.13,383,Good
